Categorii de terenuri si specii de paduri, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii hectare, Valoare
Rasinoase, Mehedinti, Anul 1999, Mii hectare, 8.4
Rasinoase, Mehedinti, Anul 2000, Mii hectare, 7.1
Rasinoase, Mehedinti, Anul 2001, Mii hectare, 6.8
Rasinoase, Mehedinti, Anul 2002, Mii hectare, 6.7
Rasinoase, Mehedinti, Anul 2003, Mii hectare, 6.4
Rasinoase, Mehedinti, Anul 2004, Mii hectare, 6.4
Rasinoase, Mehedinti, Anul 2005, Mii hectare, 6.3
Rasinoase, Mehedinti, Anul 2006, Mii hectare, 6.3
Rasinoase, Mehedinti, Anul 2007, Mii hectare, 6.3
Rasinoase, Mehedinti, Anul 2008, Mii hectare, 6.2
Rasinoase, Mehedinti, Anul 2009, Mii hectare, 6.3
Rasinoase, Mehedinti, Anul 2010, Mii hectare, 6.3
Rasinoase, Mehedinti, Anul 2011, Mii hectare, 6.3
Rasinoase, Mehedinti, Anul 2012, Mii hectare, 6.4
Rasinoase, Mehedinti, Anul 2013, Mii hectare, 6.3
Rasinoase, Mehedinti, Anul 2014, Mii hectare, 7.5
Rasinoase, Mehedinti, Anul 2015, Mii hectare, 7.5
Rasinoase, Mehedinti, Anul 2016, Mii hectare, 7.6
Rasinoase, Mehedinti, Anul 2017, Mii hectare, 6.8
Rasinoase, Mehedinti, Anul 2018, Mii hectare, 6.8
Rasinoase, Mehedinti, Anul 2019, Mii hectare, 6.5
Rasinoase, Olt, Anul 1990, Mii hectare, .4
Rasinoase, Olt, Anul 1991, Mii hectare, .4
Rasinoase, Olt, Anul 1992, Mii hectare, .4
Rasinoase, Olt, Anul 1993, Mii hectare, .3
Rasinoase, Olt, Anul 1994, Mii hectare, .3
Rasinoase, Olt, Anul 1995, Mii hectare, .3
Rasinoase, Olt, Anul 1996, Mii hectare, .3
Rasinoase, Olt, Anul 1997, Mii hectare, .3
Rasinoase, Olt, Anul 1998, Mii hectare, .3
Rasinoase, Olt, Anul 1999, Mii hectare, .3
Rasinoase, Olt, Anul 2000, Mii hectare, .2
Rasinoase, Olt, Anul 2001, Mii hectare, .2
Rasinoase, Olt, Anul 2002, Mii hectare, .2
Rasinoase, Olt, Anul 2003, Mii hectare, .3
Rasinoase, Olt, Anul 2004, Mii hectare, .2
Rasinoase, Olt, Anul 2005, Mii hectare, .2
Rasinoase, Olt, Anul 2006, Mii hectare, .2
Rasinoase, Olt, Anul 2007, Mii hectare, .2
Rasinoase, Olt, Anul 2008, Mii hectare, .2
Rasinoase, Olt, Anul 2009, Mii hectare, .2
Rasinoase, Olt, Anul 2010, Mii hectare, .2
Rasinoase, Olt, Anul 2011, Mii hectare, .2
Rasinoase, Olt, Anul 2012, Mii hectare, .2
Rasinoase, Olt, Anul 2013, Mii hectare, .2
Rasinoase, Olt, Anul 2014, Mii hectare, .2
Rasinoase, Olt, Anul 2015, Mii hectare, .2
Rasinoase, Olt, Anul 2016, Mii hectare, .2
Rasinoase, Olt, Anul 2017, Mii hectare, .2
Rasinoase, Olt, Anul 2018, Mii hectare, .2
Rasinoase, Olt, Anul 2019, Mii hectare, .2
Rasinoase, Valcea, Anul 1990, Mii hectare, 82
Rasinoase, Valcea, Anul 1991, Mii hectare, 82.7
Rasinoase, Valcea, Anul 1992, Mii hectare, 82.6
Rasinoase, Valcea, Anul 1993, Mii hectare, 80.9
Rasinoase, Valcea, Anul 1994, Mii hectare, 81.6
Rasinoase, Valcea, Anul 1995, Mii hectare, 81.2
Rasinoase, Valcea, Anul 1996, Mii hectare, 81.2
Rasinoase, Valcea, Anul 1997, Mii hectare, 80.9
Rasinoase, Valcea, Anul 1998, Mii hectare, 80.2
Rasinoase, Valcea, Anul 1999, Mii hectare, 80.1
Rasinoase, Valcea, Anul 2000, Mii hectare, 80
Rasinoase, Valcea, Anul 2001, Mii hectare, 80
Rasinoase, Valcea, Anul 2002, Mii hectare, 79.3
Rasinoase, Valcea, Anul 2003, Mii hectare, 78.7
Rasinoase, Valcea, Anul 2004, Mii hectare, 79
Rasinoase, Valcea, Anul 2005, Mii hectare, 92.2
Rasinoase, Valcea, Anul 2006, Mii hectare, 91.6
Rasinoase, Valcea, Anul 2007, Mii hectare, 92.2
Rasinoase, Valcea, Anul 2008, Mii hectare, 92
Rasinoase, Valcea, Anul 2009, Mii hectare, 93.8
Rasinoase, Valcea, Anul 2010, Mii hectare, 93.9
Rasinoase, Valcea, Anul 2011, Mii hectare, 93.5
Rasinoase, Valcea, Anul 2012, Mii hectare, 93.6
Rasinoase, Valcea, Anul 2013, Mii hectare, 93.6
Rasinoase, Valcea, Anul 2014, Mii hectare, 93.7
Rasinoase, Valcea, Anul 2015, Mii hectare, 93.6
Rasinoase, Valcea, Anul 2016, Mii hectare, 92.7
Rasinoase, Valcea, Anul 2017, Mii hectare, 92.8
Rasinoase, Valcea, Anul 2018, Mii hectare, 88.7
Rasinoase, Valcea, Anul 2019, Mii hectare, 88.9
Rasinoase, Regiunea VEST, Anul 1990, Mii hectare, 171.2
Rasinoase, Regiunea VEST, Anul 1991, Mii hectare, 171.9
Rasinoase, Regiunea VEST, Anul 1992, Mii hectare, 171.4
Rasinoase, Regiunea VEST, Anul 1993, Mii hectare, 167.7
Rasinoase, Regiunea VEST, Anul 1994, Mii hectare, 166.3
Rasinoase, Regiunea VEST, Anul 1995, Mii hectare, 165.2
Rasinoase, Regiunea VEST, Anul 1996, Mii hectare, 157.5
Rasinoase, Regiunea VEST, Anul 1997, Mii hectare, 156.5
Rasinoase, Regiunea VEST, Anul 1998, Mii hectare, 153.2
Rasinoase, Regiunea VEST, Anul 1999, Mii hectare, 153.3
Rasinoase, Regiunea VEST, Anul 2000, Mii hectare, 153.3
Rasinoase, Regiunea VEST, Anul 2001, Mii hectare, 152.3
Rasinoase, Regiunea VEST, Anul 2002, Mii hectare, 154.7
Rasinoase, Regiunea VEST, Anul 2003, Mii hectare, 154.7
Rasinoase, Regiunea VEST, Anul 2004, Mii hectare, 154.3
Rasinoase, Regiunea VEST, Anul 2005, Mii hectare, 153.3
Rasinoase, Regiunea VEST, Anul 2006, Mii hectare, 147.5
Rasinoase, Regiunea VEST, Anul 2007, Mii hectare, 150
Rasinoase, Regiunea VEST, Anul 2008, Mii hectare, 150.7
Rasinoase, Regiunea VEST, Anul 2009, Mii hectare, 151.8
Rasinoase, Regiunea VEST, Anul 2010, Mii hectare, 150.9
Rasinoase, Regiunea VEST, Anul 2011, Mii hectare, 149.6
Rasinoase, Regiunea VEST, Anul 2012, Mii hectare, 147.5
Rasinoase, Regiunea VEST, Anul 2013, Mii hectare, 147.3
Rasinoase, Regiunea VEST, Anul 2014, Mii hectare, 143.6
Rasinoase, Regiunea VEST, Anul 2015, Mii hectare, 142.6
Rasinoase, Regiunea VEST, Anul 2016, Mii hectare, 143
Rasinoase, Regiunea VEST, Anul 2017, Mii hectare, 142
Rasinoase, Regiunea VEST, Anul 2018, Mii hectare, 141.1
Rasinoase, Regiunea VEST, Anul 2019, Mii hectare, 140
Rasinoase, Arad, Anul 1990, Mii hectare, 17.7
Rasinoase, Arad, Anul 1991, Mii hectare, 17.8
Rasinoase, Arad, Anul 1992, Mii hectare, 17.7
Rasinoase, Arad, Anul 1993, Mii hectare, 19.2
Rasinoase, Arad, Anul 1994, Mii hectare, 17.9
Rasinoase, Arad, Anul 1995, Mii hectare, 17.4
Rasinoase, Arad, Anul 1996, Mii hectare, 15.9
Rasinoase, Arad, Anul 1997, Mii hectare, 15.2
Rasinoase, Arad, Anul 1998, Mii hectare, 15.1
Rasinoase, Arad, Anul 1999, Mii hectare, 15.1
Rasinoase, Arad, Anul 2000, Mii hectare, 15.2
Rasinoase, Arad, Anul 2001, Mii hectare, 15.2
Rasinoase, Arad, Anul 2002, Mii hectare, 15.2
Rasinoase, Arad, Anul 2003, Mii hectare, 13.8
Rasinoase, Arad, Anul 2004, Mii hectare, 15
Rasinoase, Arad, Anul 2005, Mii hectare, 14.6
Rasinoase, Arad, Anul 2006, Mii hectare, 14.7
Rasinoase, Arad, Anul 2007, Mii hectare, 14.1
Rasinoase, Arad, Anul 2008, Mii hectare, 14.2
Rasinoase, Arad, Anul 2009, Mii hectare, 14
Rasinoase, Arad, Anul 2010, Mii hectare, 13.4
Rasinoase, Arad, Anul 2011, Mii hectare, 13.4
Rasinoase, Arad, Anul 2012, Mii hectare, 13.3
Rasinoase, Arad, Anul 2013, Mii hectare, 13.2
Rasinoase, Arad, Anul 2014, Mii hectare, 12.9
Rasinoase, Arad, Anul 2015, Mii hectare, 12.6
Rasinoase, Arad, Anul 2016, Mii hectare, 13
Rasinoase, Arad, Anul 2017, Mii hectare, 12.9
Rasinoase, Arad, Anul 2018, Mii hectare, 12.7
Rasinoase, Arad, Anul 2019, Mii hectare, 11.9
Rasinoase, Caras-Severin, Anul 1990, Mii hectare, 60.1
Rasinoase, Caras-Severin, Anul 1991, Mii hectare, 60.5
Rasinoase, Caras-Severin, Anul 1992, Mii hectare, 60.3
Rasinoase, Caras-Severin, Anul 1993, Mii hectare, 58.4
Rasinoase, Caras-Severin, Anul 1994, Mii hectare, 58.6
Rasinoase, Caras-Severin, Anul 1995, Mii hectare, 57.5
Rasinoase, Caras-Severin, Anul 1996, Mii hectare, 52.7
Rasinoase, Caras-Severin, Anul 1997, Mii hectare, 52.3
Rasinoase, Caras-Severin, Anul 1998, Mii hectare, 50.6
Rasinoase, Caras-Severin, Anul 1999, Mii hectare, 50.4
Rasinoase, Caras-Severin, Anul 2000, Mii hectare, 50.4
Rasinoase, Caras-Severin, Anul 2001, Mii hectare, 50.4
Rasinoase, Caras-Severin, Anul 2002, Mii hectare, 53.1
Rasinoase, Caras-Severin, Anul 2003, Mii hectare, 54.2
Rasinoase, Caras-Severin, Anul 2004, Mii hectare, 52.4
Rasinoase, Caras-Severin, Anul 2005, Mii hectare, 51.6
Rasinoase, Caras-Severin, Anul 2006, Mii hectare, 45
Rasinoase, Caras-Severin, Anul 2007, Mii hectare, 46
Rasinoase, Caras-Severin, Anul 2008, Mii hectare, 46.8
Rasinoase, Caras-Severin, Anul 2009, Mii hectare, 45.8
Rasinoase, Caras-Severin, Anul 2010, Mii hectare, 47.6
Rasinoase, Caras-Severin, Anul 2011, Mii hectare, 47.2
Rasinoase, Caras-Severin, Anul 2012, Mii hectare, 46.9
Rasinoase, Caras-Severin, Anul 2013, Mii hectare, 46.7
Rasinoase, Caras-Severin, Anul 2014, Mii hectare, 44.4
Rasinoase, Caras-Severin, Anul 2015, Mii hectare, 43.8
Rasinoase, Caras-Severin, Anul 2016, Mii hectare, 43.4
Rasinoase, Caras-Severin, Anul 2017, Mii hectare, 42.9
Rasinoase, Caras-Severin, Anul 2018, Mii hectare, 42.9
Rasinoase, Caras-Severin, Anul 2019, Mii hectare, 43.1
Rasinoase, Hunedoara, Anul 1990, Mii hectare, 86.8
Rasinoase, Hunedoara, Anul 1991, Mii hectare, 87
Rasinoase, Hunedoara, Anul 1992, Mii hectare, 86.8
Rasinoase, Hunedoara, Anul 1993, Mii hectare, 83.5
Rasinoase, Hunedoara, Anul 1994, Mii hectare, 83.7
Rasinoase, Hunedoara, Anul 1995, Mii hectare, 84.1
Rasinoase, Hunedoara, Anul 1996, Mii hectare, 82.7
Rasinoase, Hunedoara, Anul 1997, Mii hectare, 82.8
Rasinoase, Hunedoara, Anul 1998, Mii hectare, 81.3
Rasinoase, Hunedoara, Anul 1999, Mii hectare, 81.6
Rasinoase, Hunedoara, Anul 2000, Mii hectare, 81.6
Rasinoase, Hunedoara, Anul 2001, Mii hectare, 81
Rasinoase, Hunedoara, Anul 2002, Mii hectare, 81.2
Rasinoase, Hunedoara, Anul 2003, Mii hectare, 81.5
Rasinoase, Hunedoara, Anul 2004, Mii hectare, 81.7
Rasinoase, Hunedoara, Anul 2005, Mii hectare, 81.8
Rasinoase, Hunedoara, Anul 2006, Mii hectare, 82.5
Rasinoase, Hunedoara, Anul 2007, Mii hectare, 84.7
Rasinoase, Hunedoara, Anul 2008, Mii hectare, 84.4
Rasinoase, Hunedoara, Anul 2009, Mii hectare, 86.7
Rasinoase, Hunedoara, Anul 2010, Mii hectare, 84.6
Rasinoase, Hunedoara, Anul 2011, Mii hectare, 83.8
Rasinoase, Hunedoara, Anul 2012, Mii hectare, 82.4
Rasinoase, Hunedoara, Anul 2013, Mii hectare, 82.5
Rasinoase, Hunedoara, Anul 2014, Mii hectare, 81.4
Rasinoase, Hunedoara, Anul 2015, Mii hectare, 81.3
Rasinoase, Hunedoara, Anul 2016, Mii hectare, 81.7
Rasinoase, Hunedoara, Anul 2017, Mii hectare, 81.3
Rasinoase, Hunedoara, Anul 2018, Mii hectare, 80.6
Rasinoase, Hunedoara, Anul 2019, Mii hectare, 80.1
Rasinoase, Timis, Anul 1990, Mii hectare, 6.6
Rasinoase, Timis, Anul 1991, Mii hectare, 6.6
Rasinoase, Timis, Anul 1992, Mii hectare, 6.6
Rasinoase, Timis, Anul 1993, Mii hectare, 6.6
Rasinoase, Timis, Anul 1994, Mii hectare, 6.1
Rasinoase, Timis, Anul 1995, Mii hectare, 6.2
Rasinoase, Timis, Anul 1996, Mii hectare, 6.2
Rasinoase, Timis, Anul 1997, Mii hectare, 6.2
Rasinoase, Timis, Anul 1998, Mii hectare, 6.2
Rasinoase, Timis, Anul 1999, Mii hectare, 6.2
Rasinoase, Timis, Anul 2000, Mii hectare, 6.1
Rasinoase, Timis, Anul 2001, Mii hectare, 5.7
Rasinoase, Timis, Anul 2002, Mii hectare, 5.2
Rasinoase, Timis, Anul 2003, Mii hectare, 5.2
Rasinoase, Timis, Anul 2004, Mii hectare, 5.2
Rasinoase, Timis, Anul 2005, Mii hectare, 5.3
Rasinoase, Timis, Anul 2006, Mii hectare, 5.3
Rasinoase, Timis, Anul 2007, Mii hectare, 5.2
Rasinoase, Timis, Anul 2008, Mii hectare, 5.3
Rasinoase, Timis, Anul 2009, Mii hectare, 5.3
Rasinoase, Timis, Anul 2010, Mii hectare, 5.3
Rasinoase, Timis, Anul 2011, Mii hectare, 5.2
Rasinoase, Timis, Anul 2012, Mii hectare, 4.9
Rasinoase, Timis, Anul 2013, Mii hectare, 4.9
Rasinoase, Timis, Anul 2014, Mii hectare, 4.9
Rasinoase, Timis, Anul 2015, Mii hectare, 4.9
Rasinoase, Timis, Anul 2016, Mii hectare, 4.9
Rasinoase, Timis, Anul 2017, Mii hectare, 4.9
Rasinoase, Timis, Anul 2018, Mii hectare, 4.9
Rasinoase, Timis, Anul 2019, Mii hectare, 4.9
Foioase, TOTAL, Anul 1990, Mii hectare, 4323.5
Foioase, TOTAL, Anul 1991, Mii hectare, 4323.5
Foioase, TOTAL, Anul 1992, Mii hectare, 4327.5
Foioase, TOTAL, Anul 1993, Mii hectare, 4333.5
Foioase, TOTAL, Anul 1994, Mii hectare, 4332.7
Foioase, TOTAL, Anul 1995, Mii hectare, 4341.8
Foioase, TOTAL, Anul 1996, Mii hectare, 4350.1
Foioase, TOTAL, Anul 1997, Mii hectare, 4353.6
Foioase, TOTAL, Anul 1998, Mii hectare, 4359.4
Foioase, TOTAL, Anul 1999, Mii hectare, 4364.4
Foioase, TOTAL, Anul 2000, Mii hectare, 4366.9
Foioase, TOTAL, Anul 2001, Mii hectare, 4372.2
Foioase, TOTAL, Anul 2002, Mii hectare, 4383.2
Foioase, TOTAL, Anul 2003, Mii hectare, 4382.3
Foioase, TOTAL, Anul 2004, Mii hectare, 4370
Foioase, TOTAL, Anul 2005, Mii hectare, 4360.3
Foioase, TOTAL, Anul 2006, Mii hectare, 4379.5
Foioase, TOTAL, Anul 2007, Mii hectare, 4394.7
Foioase, TOTAL, Anul 2008, Mii hectare, 4370.5
Foioase, TOTAL, Anul 2009, Mii hectare, 4399.2
Foioase, TOTAL, Anul 2010, Mii hectare, 4412.8
Foioase, TOTAL, Anul 2011, Mii hectare, 4416.3
Foioase, TOTAL, Anul 2012, Mii hectare, 4428.1
Foioase, TOTAL, Anul 2013, Mii hectare, 4444.3
Foioase, TOTAL, Anul 2014, Mii hectare, 4457.6
Foioase, TOTAL, Anul 2015, Mii hectare, 4468.1
Foioase, TOTAL, Anul 2016, Mii hectare, 4475
Foioase, TOTAL, Anul 2017, Mii hectare, 4481.8
Foioase, TOTAL, Anul 2018, Mii hectare, 4500.7
Foioase, TOTAL, Anul 2019, Mii hectare, 4512.3
Foioase, MACROREGIUNEA UNU, Anul 1990, Mii hectare, 1308.4
Foioase, MACROREGIUNEA UNU, Anul 1991, Mii hectare, 1309
Foioase, MACROREGIUNEA UNU, Anul 1992, Mii hectare, 1312.1
Foioase, MACROREGIUNEA UNU, Anul 1993, Mii hectare, 1310.2
Foioase, MACROREGIUNEA UNU, Anul 1994, Mii hectare, 1309.6
Foioase, MACROREGIUNEA UNU, Anul 1995, Mii hectare, 1313.3
Foioase, MACROREGIUNEA UNU, Anul 1996, Mii hectare, 1315.9
Foioase, MACROREGIUNEA UNU, Anul 1997, Mii hectare, 1319.3
Foioase, MACROREGIUNEA UNU, Anul 1998, Mii hectare, 1321.8
Foioase, MACROREGIUNEA UNU, Anul 1999, Mii hectare, 1322
Foioase, MACROREGIUNEA UNU, Anul 2000, Mii hectare, 1322.9
Foioase, MACROREGIUNEA UNU, Anul 2001, Mii hectare, 1325
Foioase, MACROREGIUNEA UNU, Anul 2002, Mii hectare, 1333.4
Foioase, MACROREGIUNEA UNU, Anul 2003, Mii hectare, 1335.9
Foioase, MACROREGIUNEA UNU, Anul 2004, Mii hectare, 1323
Foioase, MACROREGIUNEA UNU, Anul 2005, Mii hectare, 1325.9
Foioase, MACROREGIUNEA UNU, Anul 2006, Mii hectare, 1326.8
Foioase, MACROREGIUNEA UNU, Anul 2007, Mii hectare, 1331.1
Foioase, MACROREGIUNEA UNU, Anul 2008, Mii hectare, 1330.6
Foioase, MACROREGIUNEA UNU, Anul 2009, Mii hectare, 1333.7
Foioase, MACROREGIUNEA UNU, Anul 2010, Mii hectare, 1336
Foioase, MACROREGIUNEA UNU, Anul 2011, Mii hectare, 1337.9
Foioase, MACROREGIUNEA UNU, Anul 2012, Mii hectare, 1337.7
Foioase, MACROREGIUNEA UNU, Anul 2013, Mii hectare, 1346.2
Foioase, MACROREGIUNEA UNU, Anul 2014, Mii hectare, 1349.2
Foioase, MACROREGIUNEA UNU, Anul 2015, Mii hectare, 1353.9
Foioase, MACROREGIUNEA UNU, Anul 2016, Mii hectare, 1357
Foioase, MACROREGIUNEA UNU, Anul 2017, Mii hectare, 1360.7
Foioase, MACROREGIUNEA UNU, Anul 2018, Mii hectare, 1370.5
Foioase, MACROREGIUNEA UNU, Anul 2019, Mii hectare, 1374.2
Foioase, Regiunea NORD-VEST, Anul 1990, Mii hectare, 657.1
Foioase, Regiunea NORD-VEST, Anul 1991, Mii hectare, 657.7
Foioase, Regiunea NORD-VEST, Anul 1992, Mii hectare, 659.7
Foioase, Regiunea NORD-VEST, Anul 1993, Mii hectare, 657.4
Foioase, Regiunea NORD-VEST, Anul 1994, Mii hectare, 657.3
Foioase, Regiunea NORD-VEST, Anul 1995, Mii hectare, 658.1
Foioase, Regiunea NORD-VEST, Anul 1996, Mii hectare, 659.2
Foioase, Regiunea NORD-VEST, Anul 1997, Mii hectare, 663.6
Foioase, Regiunea NORD-VEST, Anul 1998, Mii hectare, 665.2
Foioase, Regiunea NORD-VEST, Anul 1999, Mii hectare, 664.9
Foioase, Regiunea NORD-VEST, Anul 2000, Mii hectare, 665.2
Foioase, Regiunea NORD-VEST, Anul 2001, Mii hectare, 665.4
Foioase, Regiunea NORD-VEST, Anul 2002, Mii hectare, 673.3
Foioase, Regiunea NORD-VEST, Anul 2003, Mii hectare, 667.4
Foioase, Regiunea NORD-VEST, Anul 2004, Mii hectare, 666.2
Foioase, Regiunea NORD-VEST, Anul 2005, Mii hectare, 668.3
Foioase, Regiunea NORD-VEST, Anul 2006, Mii hectare, 663
Foioase, Regiunea NORD-VEST, Anul 2007, Mii hectare, 653.1
Foioase, Regiunea NORD-VEST, Anul 2008, Mii hectare, 651.5
Foioase, Regiunea NORD-VEST, Anul 2009, Mii hectare, 654.5
Foioase, Regiunea NORD-VEST, Anul 2010, Mii hectare, 658.1
Foioase, Regiunea NORD-VEST, Anul 2011, Mii hectare, 661.2
Foioase, Regiunea NORD-VEST, Anul 2012, Mii hectare, 662.6
Foioase, Regiunea NORD-VEST, Anul 2013, Mii hectare, 667.9
Foioase, Regiunea NORD-VEST, Anul 2014, Mii hectare, 667.7
Foioase, Regiunea NORD-VEST, Anul 2015, Mii hectare, 666.3
Foioase, Regiunea NORD-VEST, Anul 2016, Mii hectare, 667.6
Foioase, Regiunea NORD-VEST, Anul 2017, Mii hectare, 668.3
Foioase, Regiunea NORD-VEST, Anul 2018, Mii hectare, 672.1
Foioase, Regiunea NORD-VEST, Anul 2019, Mii hectare, 674.5
Foioase, Bihor, Anul 1990, Mii hectare, 158.2
Foioase, Bihor, Anul 1991, Mii hectare, 158.1
Foioase, Bihor, Anul 1992, Mii hectare, 158.1
Foioase, Bihor, Anul 1993, Mii hectare, 155.7
Foioase, Bihor, Anul 1994, Mii hectare, 158.3
Foioase, Bihor, Anul 1995, Mii hectare, 158.6
Foioase, Bihor, Anul 1996, Mii hectare, 158.9
Foioase, Bihor, Anul 1997, Mii hectare, 159
Foioase, Bihor, Anul 1998, Mii hectare, 159.3
Foioase, Bihor, Anul 1999, Mii hectare, 159.3
Foioase, Bihor, Anul 2000, Mii hectare, 159.7
Foioase, Bihor, Anul 2001, Mii hectare, 159.6
Foioase, Bihor, Anul 2002, Mii hectare, 161.6
Foioase, Bihor, Anul 2003, Mii hectare, 159.5
Foioase, Bihor, Anul 2004, Mii hectare, 159.9
Foioase, Bihor, Anul 2005, Mii hectare, 158.8
Foioase, Bihor, Anul 2006, Mii hectare, 164.7
Foioase, Bihor, Anul 2007, Mii hectare, 168.7
Foioase, Bihor, Anul 2008, Mii hectare, 169.4
Foioase, Bihor, Anul 2009, Mii hectare, 171.1
Foioase, Bihor, Anul 2010, Mii hectare, 171.1
Foioase, Bihor, Anul 2011, Mii hectare, 172
Foioase, Bihor, Anul 2012, Mii hectare, 172.6
Foioase, Bihor, Anul 2013, Mii hectare, 173.1
Foioase, Bihor, Anul 2014, Mii hectare, 172.3
Foioase, Bihor, Anul 2015, Mii hectare, 172.7
Foioase, Bihor, Anul 2016, Mii hectare, 171.9
Foioase, Bihor, Anul 2017, Mii hectare, 171.7
Foioase, Bihor, Anul 2018, Mii hectare, 173.3
Foioase, Bihor, Anul 2019, Mii hectare, 173.1
Foioase, Bistrita-Nasaud, Anul 1990, Mii hectare, 98.4
Foioase, Bistrita-Nasaud, Anul 1991, Mii hectare, 98.5
Foioase, Bistrita-Nasaud, Anul 1992, Mii hectare, 98.5
Foioase, Bistrita-Nasaud, Anul 1993, Mii hectare, 98.6
Foioase, Bistrita-Nasaud, Anul 1994, Mii hectare, 98
Foioase, Bistrita-Nasaud, Anul 1995, Mii hectare, 98.2
Foioase, Bistrita-Nasaud, Anul 1996, Mii hectare, 97.2
Foioase, Bistrita-Nasaud, Anul 1997, Mii hectare, 99
Foioase, Bistrita-Nasaud, Anul 1998, Mii hectare, 98.6
Foioase, Bistrita-Nasaud, Anul 1999, Mii hectare, 98.3
Foioase, Bistrita-Nasaud, Anul 2000, Mii hectare, 98.4
Foioase, Bistrita-Nasaud, Anul 2001, Mii hectare, 98.7
Foioase, Bistrita-Nasaud, Anul 2002, Mii hectare, 104.5
Foioase, Bistrita-Nasaud, Anul 2003, Mii hectare, 101.1
Foioase, Bistrita-Nasaud, Anul 2004, Mii hectare, 100.6
Foioase, Bistrita-Nasaud, Anul 2005, Mii hectare, 102.6
Foioase, Bistrita-Nasaud, Anul 2006, Mii hectare, 104
Foioase, Bistrita-Nasaud, Anul 2007, Mii hectare, 104
Foioase, Bistrita-Nasaud, Anul 2008, Mii hectare, 102.5
Foioase, Bistrita-Nasaud, Anul 2009, Mii hectare, 102.9
Foioase, Bistrita-Nasaud, Anul 2010, Mii hectare, 103.4
Foioase, Bistrita-Nasaud, Anul 2011, Mii hectare, 104.2
Foioase, Bistrita-Nasaud, Anul 2012, Mii hectare, 103.8
Foioase, Bistrita-Nasaud, Anul 2013, Mii hectare, 105.5
Foioase, Bistrita-Nasaud, Anul 2014, Mii hectare, 106.5
Foioase, Bistrita-Nasaud, Anul 2015, Mii hectare, 106.3
Foioase, Bistrita-Nasaud, Anul 2016, Mii hectare, 106.1
Foioase, Bistrita-Nasaud, Anul 2017, Mii hectare, 106.3
Foioase, Bistrita-Nasaud, Anul 2018, Mii hectare, 106.5
Foioase, Bistrita-Nasaud, Anul 2019, Mii hectare, 106.8
Foioase, Cluj, Anul 1990, Mii hectare, 92.3
Foioase, Cluj, Anul 1991, Mii hectare, 92.7
Foioase, Cluj, Anul 1992, Mii hectare, 93.4
Foioase, Cluj, Anul 1993, Mii hectare, 93.3
Foioase, Cluj, Anul 1994, Mii hectare, 93.4
Foioase, Cluj, Anul 1995, Mii hectare, 93.2
Foioase, Cluj, Anul 1996, Mii hectare, 93.1
Foioase, Cluj, Anul 1997, Mii hectare, 93.1
Foioase, Cluj, Anul 1998, Mii hectare, 93.1
Foioase, Cluj, Anul 1999, Mii hectare, 93.1
Foioase, Cluj, Anul 2000, Mii hectare, 92.9
Foioase, Cluj, Anul 2001, Mii hectare, 92.8
Foioase, Cluj, Anul 2002, Mii hectare, 92.7
Foioase, Cluj, Anul 2003, Mii hectare, 92.7
Foioase, Cluj, Anul 2004, Mii hectare, 92.5
Foioase, Cluj, Anul 2005, Mii hectare, 91.9
Foioase, Cluj, Anul 2006, Mii hectare, 79.1
Foioase, Cluj, Anul 2007, Mii hectare, 79.6
Foioase, Cluj, Anul 2008, Mii hectare, 80.9
Foioase, Cluj, Anul 2009, Mii hectare, 82.1
Foioase, Cluj, Anul 2010, Mii hectare, 84.7
Foioase, Cluj, Anul 2011, Mii hectare, 85.6
Foioase, Cluj, Anul 2012, Mii hectare, 86.3
Foioase, Cluj, Anul 2013, Mii hectare, 88
Foioase, Cluj, Anul 2014, Mii hectare, 86.9
Foioase, Cluj, Anul 2015, Mii hectare, 85.8
Foioase, Cluj, Anul 2016, Mii hectare, 87.2
Foioase, Cluj, Anul 2017, Mii hectare, 87
Foioase, Cluj, Anul 2018, Mii hectare, 90.3
Foioase, Cluj, Anul 2019, Mii hectare, 91.4
Foioase, Maramures, Anul 1990, Mii hectare, 157.3
Foioase, Maramures, Anul 1991, Mii hectare, 157.2
Foioase, Maramures, Anul 1992, Mii hectare, 158.3
Foioase, Maramures, Anul 1993, Mii hectare, 158.2
Foioase, Maramures, Anul 1994, Mii hectare, 158.7
Foioase, Maramures, Anul 1995, Mii hectare, 158.7
Foioase, Maramures, Anul 1996, Mii hectare, 158.8
Foioase, Maramures, Anul 1997, Mii hectare, 161.2
Foioase, Maramures, Anul 1998, Mii hectare, 163
Foioase, Maramures, Anul 1999, Mii hectare, 162.9
Foioase, Maramures, Anul 2000, Mii hectare, 162.8
Foioase, Maramures, Anul 2001, Mii hectare, 162.8
Foioase, Maramures, Anul 2002, Mii hectare, 162.9
Foioase, Maramures, Anul 2003, Mii hectare, 162.6
Foioase, Maramures, Anul 2004, Mii hectare, 162.4
Foioase, Maramures, Anul 2005, Mii hectare, 163.8
Foioase, Maramures, Anul 2006, Mii hectare, 161.7
Foioase, Maramures, Anul 2007, Mii hectare, 147.2
Foioase, Maramures, Anul 2008, Mii hectare, 142.9
Foioase, Maramures, Anul 2009, Mii hectare, 142.6
Foioase, Maramures, Anul 2010, Mii hectare, 142.6
Foioase, Maramures, Anul 2011, Mii hectare, 143.2
